genre,artist,album,song,lyrics
Drench God with the 6 God, point guard and the two guard

""Pretty Girls Like Trap Music""

So I woke up with my wood hard


And I'm convinced

I made sacrifices, I been ballin' ever since

We seein' so many blessings, shit don't make no sense

Someone watchin' over us, so shout goes out to him

Yeah, I'm convinced

I made sacrifices, I been ballin' ever since

Yeah, I did some wrong, I had no choice in my defense

Someone watchin' over us, so shout goes out toâ€”


I was stealin' from a bitch, back when I was 21

My favorite gun was a SIG, 20 in the clip, head one

Growin' up, I was a runnin' back

You never made me ran once

I got shot, sweat started runnin'

That shit was red like Hunt (ketchup)

I'm kickin' pimpin' like I punt

But don't you think shit's sweet?

I'm talkin' sweet, thin meat

I'm talkin' suite like he sleep

We ain't doin' too much talkin'

I'm talmbout talkin' like a speech

Like the President, I kill and meet

Iâ€™m talkin' neat like freak

I'm talkin' neat like fleek

I'm talkin' neat like a geek (yeah)

You come with beef, I eat the beat

I'm talkin' Bâ€™s, spellin' B

Double R, that's a Rolls, paint it yellow like it's dairy

I'm talkin' Rose like Derrick

I'm talkin' Rolls like a Bentley

Like a new car, I got two keys

Tryna score the bucket like a Chevy seat

Then I heard they been pullin' all week

I'ma use her name, like, ""Who is he?""

You get it? I said I'ma use her name, like, ""Who is he?""

Got some gold on, leprechaun sheets

Deep sleep short for deceased

Big bezel on the Patty

Iâ€™m talkin' PADIâ€”I meant Patek

Don't try to take it, I got guns

I'm talkin' guns, not pellets

I watch the game from the floor (floor seats)

I'm talkin' wood, first mattress

I'm talkin' wood, pants down

I'm talkin' woods like them clowns (you get it?)

I got my mink off a monkey

I'm talkin' monkey like Jumanji

All your diamonds partly sunny

I'm talkin' sunny like D, Sunny

My diamonds wet, it cost me money

I'm talkin' wet like it's runnin' (sink)

I'm talkin' wet like Katrina (New Orleans)

I'm talkin' wet like Dasani, huh


And I'm convinced

I made sacrifices, I been ballin' ever since

We seein' so many blessings, shit don't make no sense

Someone watchin' over us, so shout goes out to him

Yeah, I'm convinced

I made sacrifices, I been ballin' ever since

Yeah, I did some wrong, I had no choice in my defense

Someone watchin' over us, so shout goes out toâ€”"

Hip-Hop,Drake,More LIfe ,Nothings Into Somethings ,"You ever hear some slow tracks, you know what I'm sayin'?

With, like, some pimpin' to it, or somethin'

That you can relax, pop a top to, or somethin'?


Big cup of Ac', I'm drowsy

I'm still posted up where you first found me

Did I just read that you just got engaged on me?

I heard from your friend, you couldn't even tell me

Or better yet wait on me


Nah, should have known nah-nah-nah

Should have known nah-nah-nah

Can't just leave it off that way

Should have known nah-nah-nah

Should have known nah

Can't just leave it off that way, nah


Least, do I get an invitation or something?

A statement or something?

Ask about that, you would say it was nothing

But here's another nothing that you made into something

Can't just leave it off that way"

Hip-Hop,Drake,More LIfe ,Teenage Fever ,"Your heart is hard to carry after dark

You're to blame for what we could have been

'Cause look at what we are

Your friends are scared to tell you you're in too far

Funny that it's always been all about you from the start

I met someone new last night and we kicked it

And I'm going back there tonight

And you know what's on my mind, this time

Going back there tonight

And you know what's on my mind


If you had my love

And I gave you all my trust

Would you comfort me?

And if somehow you knew

That your love would be untrue

Would you lie to me?

If you had my love

And I gave you all my trust

Would you comfort me?

And if somehow you knew

That your love would be untrue

Would you lie to me?


Out of body

That's just how I feel when I'm around you, shawty

Last night we didn't say it

But girl, we both thought it

Why second guess? I should have stayed

You say the word, I'm on the way

This shit feels like teenage fever

I'm not scared of it, she ain't either

Why second guess? I should have stayed

'Cause you know what's on my mind tonight


If you had my love

And I gave you all my trust

Would you comfort me?

And if somehow you knew

That your love would be untrue

Would you lie to me?

If you had my love

And I gave you all my trust

Would you comfort me?

And if somehow you knew

That your love would be untrue

Would you lie to me?


Yeah, slightly took a left turn there

But very much 6AM

Slightly been awake for 24 hours, so please forgive me

More ideas and stuff comin'

Yeah, yeah, fam

I'm wafflin', but man is tired, fam, Jesus Christ"

Hip-Hop,Drake,More LIfe ,KMT ,"(Ness on the beat)

Yeah

Okay, okay

Okay


B Man just got out the can

I gave my bro an advance (yeah)

Love is just not in my plans

Not even takin' a chance

Studio right in my yard

I'm doin' ten in a week

How long I been on this streak?

Dream about work in my sleep

Okay, I got a lock on the streets

Shoutout to T, he did three

And he brought it in 'cause of me

You don't know nothin' 'bout me

Life for my bruddas is deep

Long as they all on they feet

Long as they pockets is grease (grease!)

I'm in the penthouse, but still nothin' is sweet (yeah)

Dust a man down with the pen, it's a sweep (Mmmm!)

Taller in person, you'll see when we meet

I heard your new shit and I'm kissin' my teeth

(Jheeze)


Bringin' that dirty, dirty, bringin' that certy

Nizzy with the quick extension, ringin' off thirty

I've got bitches and they're murky, swervin', lookin' all curvy

And you already know I love them breasts, lookin' all perky

Lookin' all Christmas gift-wrapped, lookin' all turkey

Spend jumped out the Ghost in a suit, lookin' all churchy

Fingers all itchin', twitchin', lookin' all jerky

Whippin' that white girl, cookin' that Cersei

I'm just pushin' that dark shit, pushin' that charcoal

Now this is that big bad, this is Gustavo

Look at them jokers, look at that arsehole

Man are gettin' bread now, this is that hard dough

Clap man, dominant murder

I'm a black man, government earner

Could've just slapped man, but he wanted it further

Batman, da-na-na-da-na


October Firm"

Hip-Hop,Drake,More LIfe ,Lose You ,"I don't care what society thinks. They're nothing anyway. They're no better than me. Out there you just have to fit into a pattern that somebody's already laid out for you. Life we live, you have to set your own patterns, your own ideals. You have to handle the whole job yourself. (Yeah)


No snow tires, the rain slip-slide like Trick Daddy and Trina

Oli North pull in, like, 10 million a season

Queen Street visions that nobody believed in

If we not on the charts, my XO niggas eatin'

Fifty-two consecutive weekends, shout out to Weeknd

The city gets stronger when everybody is speakin'

Not when everybody out here beefin'

We got it, now we just gotta keep it

America's most wanted, man, I'm still on the run

All these number ones and we still not the ones

No hard feelings, but I'll still get you spun

Went and got diplomas, and we still goin' dumb

Please never label niggas who lay down for a livin'

My competition, it's beyond offensive

I'm in it for the glory, not the honor mention

Not tryna be fourth and inches, I'm tryna go the distance

Yeah, distance, I'm on a different mission

This the remix to ""Ignition,"" hot and fresh out the kitchen

How you forget to fill up with gas on the road to riches?

Too overly ambitious, too late to fix it

Too late for condolences when it's over with

I need to start sayin' shit when I notice it

Be open with people I need some closure with

Be honest with myself and take ownership

Opinions started to burn when tables started to turn

I really used to feel like they loved a nigga at first

Excitin' times, revitalized

Trust this little light of mine is gonna shine positively

I'm just takin' what God will give me

Grateful like Jerry, Bob and Mickey

Better attitude, we'll see where it gets me

I know catchin' flies with honey is still sticky

I wrote the book on world-class finesses

And tasteful gestures and makin' efforts

And never placin' second

And even better knowin' you're first but then takin' second

Inspirin' and never takin' credit

I know I deserve more, I just never said it

Two middle fingers as I make a exit, yeah


Did I lose you?

Did I? Did I?

Did I lose you?

Did I? Did I?

Did I lose you?


Winnin' is problematic

People like you more when you workin' towards somethin'

Not when you have it

Way less support from my peers

In recent years as I get established

Unforgivin' times, but fuck it, I manage

Why is my struggle different than others'?

Only child thatâ€™s takin' care of his mother

As health worsens and bills double

Thatâ€™s not respectable all of a sudden?

I donâ€™t get a pat on the back for the come up?

What do you see when you see me?

When did all the things I mean

From the bottom of my heart start to lose meaning?

Maybe I share it with too many people

Back then it used to just feel like our secret

Back when I would write

And not think about how they receive it

I be tryna manifest the things I needed

And look, now, I mean, it's hard to believe it even for me

But you're mindful of it all when your mind full of it all

How they go from not wantin' me at all

To wantin' to see me lose it all?

Things get dark, but my aura just starts glowin'
